k,Easting,Northing,Latitude(DDD.DDDD),Longitude(DDD.DDDD)
1-EKDSPPBRPE,837786,820253,22.32128682,114.1916082
1-EKDSPPERPK,837425,819450,22.31403553,114.1881037
1-EKDSPPGJPE,837679,819741,22.31666325,114.1905692
1-EKDSWPBXPK,837446,819324,22.31289766,114.1883075
1-EKDWBPEXPE,837680,820335,22.32202742,114.1905794
1-EKDWBPKSPK,837393,819430,22.31385494,114.1877931
1-EKDWBPPSPE,837751,820306,22.32176547,114.1912686
1-EKDWBPSAPE,838103,820045,22.31940815,114.1946848
1-EKDWGPPYPS,837411,820038,22.31934553,114.1879683
1-EKDWPPPXPK,837430,819276,22.3124642,114.1881521
1-EKDWPPSAPS,837268,819792,22.31712409,114.1865802
1-EKDWPPYRPA,836858,818717,22.30741639,114.1826004
1-EKDWWPBRPE,837673,819735,22.31660907,114.190511
1-EKDWWPGJPE,837845,820255,22.32130483,114.1921809
1-EKDYBPBJPK,837410,819468,22.31419809,114.1879582
1-EKDYBPEJPE,837675,820323,22.32191905,114.1905309
1-EKDYBPSRPE,838106,820050,22.3194533,114.1947139
1-EKDYBPWJPA,837224,818708,22.30733495,114.1861525
1-EKDYGPSSPK,837482,819452,22.31405355,114.188657
1-EKDYWPAJPA,837339,819092,22.31080263,114.1872688
1-EKDYWPBSPE,837671,819730,22.31656392,114.1904916
1-EKEABPBEPE,837749,820319,22.32188287,114.1912492
1-EKEABPBSPA,837354,819102,22.31089293,114.1874144
1-EKEABPSRPK,837544,819453,22.31406254,114.1892587
1-EKEAGPPSPA,837223,818641,22.3067299,114.1861427
1-EKEBBPGXPA,837298,819249,22.31222046,114.186871
1-EKEBBPSXPK,837547,819450,22.31403544,114.1892878
1-EKEBGPYAPK,837456,819395,22.31353883,114.1884046
1-EKEBPPGSPK,837443,819342,22.31306021,114.1882784
1-EKEDGPBXPG,837315,820127,22.32014932,114.1870366
1-EKEDGPWRPE,837832,820288,22.32160285,114.1920547
1-EKEDGPWXPS,837393,820039,22.31935457,114.1877936
1-EKEDPPWXPA,837055,818781,22.30799427,114.1845123
1-EKEEGPBAPA,837355,819209,22.3118592,114.1874242
1-EKEEGPWAPK,837562,819417,22.31373742,114.1894334
1-EKEGGPWSPE,837828,820283,22.3215577,114.1920159
1-EKEPGPYYPS,837487,820512,22.32362598,114.1887063
1-EKESGPKSPS,837320,819947,22.31852381,114.187085
1-EKESPPASPA,836927,818781,22.30799432,114.1832701
1-EKESPPWXPA,837072,818762,22.30782268,114.1846773
1-EKEWGPWJPE,837837,820300,22.32171121,114.1921033
1-EKEWGPYRPE,837534,819678,22.31609443,114.1891618
1-EKEWPPEAPK,837460,819442,22.31396326,114.1884434
1-EKEYGPSXPA,837209,819246,22.31219342,114.1860072
1-EKEYGPWAPE,837834,820294,22.32165703,114.1920742
1-EKEYGPYSPE,837534,819678,22.31609443,114.1891618
1-EKEYPPBSPK,837551,819478,22.3142883,114.1893267
1-EKEYWPYJPK,837425,819367,22.31328599,114.1881037
1-EKGABPGRPE,837985,820078,22.31970628,114.1935395
1-EKGABPYSPA,836969,818609,22.30644104,114.1836776
1-EKGABPYXPK,837429,819396,22.31354788,114.1881425
1-EKGAGPAXPS,837340,819692,22.31622099,114.1872789
1-EKGAGPSRPE,838098,820034,22.31930881,114.1946363
1-EKGAGPSSPS,837463,819870,22.31782836,114.1884729
1-EKGAPPDAPE,837857,820278,22.32151252,114.1922974
1-EKGAPPEVPS,837446,819851,22.31765679,114.1883078
1-EKGAPPGSPA,836885,818760,22.30780469,114.1828624
1-EKGAWPBAPK,837441,819323,22.31288863,114.1882589
1-EKGBBPGJPE,837990,820075,22.31967918,114.1935881
1-EKGBBPYXPS,837477,820470,22.3232467,114.1886092
1-EKGBPPBSPE,837797,820277,22.32150354,114.191715
1-EKGBPPDHPS,837449,820273,22.3214677,114.1883373
1-EKGBPPDXPE,837862,820289,22.32161185,114.1923459
1-EKGBPPEAPK,837425,819450,22.31403553,114.1881037
1-EKGBWPESPA,836910,818794,22.30811173,114.1831051
1-EKGDBPBJPE,837757,820336,22.32203638,114.1913268
1-EKGDBPGRPK,837441,819303,22.31270802,114.1882589
1-EKGDGPESPA,837298,819310,22.31277133,114.186871
1-EKGDGPPJPE,837770,820347,22.32213571,114.191453
1-EKGDPPBAPE,837802,820288,22.32160287,114.1917636
1-EKGDPPKSPE,837521,819754,22.31678077,114.1890357
1-EKGDWPAXPA,837354,819083,22.31072135,114.1874144
1-EKGDWPESPA,836914,818788,22.30805754,114.1831439
1-EKGEBPGSPE,837987,820082,22.3197424,114.193559
1-EKGEGPBXPK,837417,819476,22.31427033,114.1880261
1-EKGEGPEAPE,837675,820323,22.32191905,114.1905309
1-EKGEGPSSPE,838100,820039,22.31935397,114.1946557
1-EKGEPPDRPE,837853,820272,22.32145834,114.1922585
1-EKGEPPGAPS,837409,820099,22.3198964,114.1879489
1-EKGGBPBAPE,837755,820330,22.3219822,114.1913074
1-EKGGBPGXPE,837998,820077,22.31969723,114.1936657
1-EKGGGPSXPE,838090,820032,22.31929076,114.1945586
1-EKGGPPBRPE,837801,820283,22.32155772,114.1917538
1-EKGGWPGAPA,837059,819059,22.31050477,114.1845513
1-EKGGWPKAPK,837535,819485,22.31435152,114.1891714
1-EKGKBPDRPK,837425,819296,22.31264482,114.1881036
1-EKGKBPGAPE,837993,820080,22.31972433,114.1936172
1-EKGKGPEXPE,837687,820348,22.32214481,114.1906474
1-EKGKGPPSPE,837764,820334,22.32201832,114.1913948
1-EKGKGPSAPE,838092,820036,22.31932688,114.194578
1-EKGKPPAHPS,837635,820282,22.32154883,114.1901426
1-EKGKPPDJPE,837858,820283,22.32155767,114.1923071
1-EKGKPPEXPS,837452,819852,22.31766581,114.1883661
1-EKGPBPWXPE,837940,820223,22.32101576,114.1931029
1-EKGPBPWXPK,837591,819396,22.31354776,114.1897148
1-EKGPGPBRPK,837413,819472,22.31423421,114.1879873
1-EKGPPPWJPE,838015,820240,22.3211692,114.1938309
1-EKGPWPAXPS,837348,819856,22.317702,114.1873567
1-EKGPWPSYPS,837650,820274,22.32147658,114.1902882
1-EKGSBPYRPK,837425,819393,22.31352079,114.1881037
1-EKGSPPDSPE,837850,820267,22.32141319,114.1922294
1-EKGWBPGSPA,837315,819240,22.31213918,114.187036
1-EKGWBPGXPK,837436,819302,22.31269899,114.1882104
1-EKGWGPKYPS,837323,819840,22.31755753,114.187114
1-EKGWPPBXPE,837807,820300,22.32171124,114.1918121
1-EKGWPPKAPE,837527,819746,22.31670852,114.1890939
1-EKGWWPPSPA,836975,818810,22.30825619,114.1837359
1-EKGWWPYAPE,838013,820235,22.32112405,114.1938115
1-EKGYBPBXPE,837760,820342,22.32209056,114.1913559
1-EKGYGPGVPS,837453,819899,22.31809025,114.1883758
1-EKGYGPPXPE,837774,820353,22.32218989,114.1914918
1-EKGYPPBJPE,837805,820294,22.32165706,114.1917927
1-EKGYPPKRPE,837524,819750,22.31674464,114.1890648
1-EKGYPPWEPS,837513,820464,22.32319249,114.1889586
1-EKGYPPYAPA,836853,818720,22.30744348,114.1825519
1-EKKABPGOPS,837512,820116,22.32004985,114.1889486
1-EKKAGPGRPE,838012,820065,22.31958885,114.1938016
1-EKKAGPGSPK,837425,819302,22.312699,114.1881036
1-EKKAWPEAPA,836898,818799,22.30815688,114.1829886
1-EKKBBPKXPB,837069,818673,22.30701895,114.1846482
1-EKKBGPBRPE,837983,820117,22.32005847,114.1935202
1-EKKBGPEAPA,837291,819303,22.31270812,114.1868031
1-EKKBGPGJPE,838017,820063,22.31957079,114.1938501
1-EKKBGPGJPK,837420,819303,22.31270804,114.1880551
1-EKKBPPGHPS,837425,820138,22.32024858,114.1881042
1-EKKBPPKRPK,837399,819314,22.31280739,114.1878513
1-EKKDBPWRPE,837960,820265,22.32139502,114.1932971
1-EKKDGPBAPG,837323,820128,22.32015834,114.1871142
1-EKKDGPBJPE,837994,820111,22.32000428,114.1936269
1-EKKDGPSXPS,837471,819886,22.31797284,114.1885505
1-EKKDPPKXPK,837397,819333,22.31297897,114.1878319
1-EKKDPPWSPE,837944,820215,22.32094351,114.1931417
1-EKKDWPYYPS,837489,820410,22.32270486,114.1887256
1-EKKEBPBJPS,837434,820243,22.32119679,114.1881917
1-EKKEGPGSPE,838014,820070,22.319634,114.193821
1-EKKEPPAXPA,836931,818779,22.30797626,114.1833089
1-EKKEPPBRPK,837541,819482,22.31432443,114.1892296
1-EKKEWPARPS,837346,819864,22.31777425,114.1873373
1-EKKEWPYXPK,837425,819367,22.31328599,114.1881037
1-EKKGBPAXPB,837004,818581,22.30618817,114.1840173
1-EKKGBPWJPK,837580,819409,22.31366516,114.1896081
1-EKKGBPWSPE,837957,820258,22.32133181,114.193268
1-EKKGGPBAPE,837988,820114,22.32003138,114.1935687
1-EKKGGPBSPK,837423,819484,22.31434257,114.1880843
1-EKKGGPGXPE,838025,820064,22.31957981,114.1939278
1-EKKGGPSVPS,837469,819882,22.31793672,114.1885311
1-EKKGPPERPS,837460,819849,22.31763872,114.1884437
1-EKKKBPBXPA,837355,819107,22.31093808,114.1874241
1-EKKKBPWSPK,837587,819406,22.31363807,114.189676
1-EKKKGPBSPE,837976,820120,22.32008557,114.1934522
1-EKKKGPGAPE,838019,820067,22.31960691,114.1938695
1-EKKKPPBXPK,837545,819480,22.31430636,114.1892684
1-EKKPBPKXPG,837342,820146,22.32032088,114.1872986
1-EKKPGPDSPK,837414,819296,22.31264483,114.1879969
1-EKKPGPEXPS,837428,820427,22.32285842,114.1881336
1-EKKPGPWXPA,837202,818721,22.30745236,114.185939
1-EKKPGPWXPE,837813,820248,22.32124164,114.1918703
1-EKKPWPSXPA,836841,818757,22.30777762,114.1824354
1-EKKPWPWYPS,837452,819996,22.31896622,114.1883662
1-EKKPWPYRPK,837425,819367,22.31328599,114.1881037
1-EKKSBPAYPB,837001,818575,22.30613399,114.1839882
1-EKKSBPDAPS,837444,819991,22.31892107,114.1882885
1-EKKSGPBOPA,837356,819200,22.31177793,114.1874339
1-EKKSPPGXPK,837419,819323,22.31288865,114.1880454
1-EKKSPPSHPS,837271,819896,22.31806327,114.1866094
1-EKKWBPBAPA,837352,819177,22.31157022,114.187395
1-EKKWBPEVPS,837426,820423,22.3228223,114.1881141
1-EKKWBPWJPE,837811,820242,22.32118746,114.1918509
1-EKKWPPWAPE,837950,820227,22.32105187,114.1932
1-EKKWPPYSPE,837471,819735,22.31660922,114.1885504
1-EKKWWPBRPK,837425,819325,22.31290671,114.1881036
1-EKKYGPBJPK,837436,819497,22.31445996,114.1882105
1-EKKYGPBXPE,837999,820109,22.31998621,114.1936755
1-EKKYPPWRPE,837947,820221,22.32099769,114.1931709
1-EKKYPPYXPA,836845,818725,22.30748864,114.1824742
1-EKKYWPAYPS,837346,819907,22.31816257,114.1873373
1-EKPABPWXPB,837130,818646,22.3067751,114.1852401
1-EKPABPYXPB,837078,818607,22.30642293,114.1847355
1-EKPAGPGOPS,837442,819875,22.31787352,114.188269
1-EKPAGPYXPB,837096,818639,22.3067119,114.1849102
1-EKPAPPWXPB,837072,818565,22.30604365,114.1846772
1-EKPAWPEJPE,837441,819713,22.31641057,114.1882592
1-EKPAWPSRPE,838048,820057,22.31951657,114.194151
1-EKPAWPYXPB,837065,818554,22.30594431,114.1846093
1-EKPBBPWXPB,837130,818646,22.3067751,114.1852401
1-EKPBBPYXPB,837086,818627,22.30660354,114.1848131
1-EKPBGPYXPB,837101,818644,22.30675705,114.1849587
1-EKPBPPWXPB,837076,818570,22.3060888,114.184716
1-EKPBWPPRPK,837439,819144,22.31127216,114.1882394
1-EKPBWPSJPE,838044,820047,22.31942627,114.1941122
1-EKPBWPYXPB,837065,818554,22.30594431,114.1846093
1-EKPDBPBVPS,837465,820302,22.32172957,114.1884926
1-EKPDBPYXPB,837089,818631,22.30663966,114.1848422
1-EKPDGPYXPB,837092,818653,22.30683833,114.1848714
1-EKPDPPWXPB,837076,818570,22.3060888,114.184716
1-EKPDWPPXPK,837439,819151,22.31133537,114.1882394
1-EKPDWPYXPB,837069,818560,22.3059985,114.1846481
1-EKPEBPEHPS,837398,820355,22.32220824,114.1878423
1-EKPEBPKJPK,837393,819430,22.31385494,114.1877931
1-EKPEPPSYPA,836960,818815,22.30830135,114.1835904
1-EKPEWPSRPK,837539,819426,22.31381872,114.1892102
1-EKPEWPSSPE,838052,820062,22.31956172,114.1941898
1-EKPGBPDOPS,837489,819940,22.31846048,114.1887253
1-EKPGGPBXPG,,,Invalid Input,
1-EKPGGPPHPS,837478,820025,22.31922809,114.1886186
1-EKPGWPAXPB,837033,818620,22.30654035,114.1842987
1-EKPGWPPAPE,837489,819755,22.31678982,114.1887251
1-EKPKGPGJPS,837444,819878,22.31790061,114.1882885
1-EKPKPPASPA,836939,818771,22.30790401,114.1833865
1-EKPKPPWAPK,837425,819367,22.31328599,114.1881037
1-EKPKWPEXPE,837441,819713,22.31641057,114.1882592
1-EKPKWPSAPE,838046,820052,22.31947142,114.1941316
1-EKPPBPKSPK,837396,819425,22.31380979,114.1878223
1-EKPPBPYJPS,837468,820454,22.32310222,114.1885218
1-EKPPWAPEPA,837104,818721,22.30745241,114.1849879
1-EKPPWAPXPA,837194,819218,22.31194057,114.1858616
1-EKPPWAPXPS,837665,820357,22.3222261,114.1904339
1-EKPPWBPEPE,837570,819847,22.31762057,114.1895114
1-EKPPWBPXPS,837531,820451,22.32307508,114.1891333
1-EKPPWDPEPE,837746,819669,22.31601299,114.1912194
1-EKPPWDPJPK,837520,819330,22.31295179,114.1890257
1-EKPPWDPXPA,837155,818713,22.30738014,114.1854828
1-EKPPWDPXPE,837623,819478,22.31428824,114.1900255
1-EKPPWDPXPS,837288,819864,22.31777429,114.1867743
1-EKPPWEPEPA,837292,819179,22.31158832,114.1868127
1-EKPPWEPXPA,836976,818652,22.30682935,114.1837456
1-EKPPWEPXPS,837269,819811,22.31729568,114.1865899
1-EKPPWGPEPA,837300,818945,22.30947516,114.1868902
1-EKPPWGPEPE,837704,819803,22.31722312,114.1908119
1-EKPPWGPJPK,837400,819298,22.3126629,114.187861
1-EKPPWGPXPB,836965,818633,22.30665778,114.1836388
1-EKPPWGPXPS,837352,819346,22.3130964,114.1873952
1-EKPPWKPXPA,837117,818732,22.30755174,114.185114
1-EKPPWKPXPB,836964,818710,22.30735313,114.1836291
1-EKPPWKPXPS,837395,820155,22.32040212,114.1878131
1-EKPPWPESPE,837441,819713,22.31641057,114.1882592
1-EKPPWPKXPE,837787,820274,22.32147646,114.1916179
1-EKPPWPPJPE,837534,820194,22.32075422,114.1891622
1-EKPPWPSHPS,837645,820257,22.32132306,114.1902397
1-EKPPWPYXPB,837061,818550,22.30590819,114.1845705
1-EKPPWSPEPA,837283,819150,22.31132644,114.1867254
1-EKPPWSPXPA,837039,818831,22.3084458,114.1843571
1-EKPPWSPXPG,837327,820192,22.3207363,114.1871531
1-EKPPWSPXPS,837345,820003,22.3190295,114.1873277
1-EKPPWWPEPE,837658,820315,22.32184682,114.1903659
1-EKPPWWPXPE,837615,820202,22.3208264,114.1899484
1-EKPPWYPEPE,837641,819530,22.31475782,114.1902002
1-EKPPWYPXPA,836878,818725,22.30748863,114.1827945
1-EKPPWYPXPE,837554,820367,22.3223165,114.1893565
1-EKPSBPBAPA,837356,819093,22.31081165,114.1874338
1-EKPSBPGXPS,837478,820035,22.31931839,114.1886186
1-EKPSBPSOPS,837302,819472,22.31423428,114.18691
1-EKPSBPWXPB,837127,818642,22.30673898,114.185211
1-EKPSBPYXPB,837078,818607,22.30642293,114.1847355
1-EKPSGPSJPK,837441,819467,22.31418904,114.188259
1-EKPSGPYXPB,837087,818643,22.30674803,114.1848228
1-EKPSPPWXPB,837072,818565,22.30604365,114.1846772
1-EKPSWPAYPB,837029,818614,22.30648617,114.1842599
1-EKPWBPSSPK,837556,819447,22.31400835,114.1893752
1-EKPWBPYXPB,837093,818635,22.30667578,114.1848811
1-EKPWGPSAPS,837480,819903,22.31812635,114.1886379
1-EKPWGPWRPS,837404,820035,22.31931844,114.1879003
1-EKPWGPWXPB,837306,818613,22.30647699,114.1869482
1-EKPWGPYXPB,837104,818649,22.3068022,114.1849878
1-EKPWPPWXPB,837079,818574,22.30612492,114.1847452
1-EKPWWPEAPA,836920,818787,22.30804851,114.1832021
1-EKPWWPYXPB,837069,818560,22.3059985,114.1846481
1-EKPYBPAYPS,837349,819646,22.31580558,114.1873662
1-EKPYBPBXPS,837466,820306,22.32176569,114.1885023
1-EKPYGPSXPS,837479,819893,22.31803605,114.1886282
1-EKPYGPWRPK,837582,819429,22.31384578,114.1896275
1-EKPYWPSOPS,837435,819861,22.3177471,114.1882011
1-EKSAWPPJPK,837439,819140,22.31123604,114.1882394
1-EKSDBPAJPS,837349,819646,22.31580558,114.1873662
1-EKSDBPSAPK,837552,819448,22.31401738,114.1893363
1-EKSDGPBXPA,837349,819312,22.31278936,114.187366
1-EKSDGPYSPK,837461,819393,22.31352076,114.1884531
1-EKSDPPAXPS,837658,820280,22.32153075,114.1903659
1-EKSEBPBRPA,837354,819097,22.31084778,114.1874144
1-EKSEGPGRPS,837439,819870,22.31782837,114.1882399
1-EKSEPPSXPS,837270,819850,22.31764787,114.1865996
1-EKSEPPWXPK,837425,819367,22.31328599,114.1881037
1-EKSEWPGOPS,837611,820236,22.32113344,114.1899096
1-EKSEWPPJPE,837480,819739,22.31664534,114.1886378
1-EKSGBPAOPS,837354,819630,22.31566109,114.1874148
1-EKSGGPWJPK,837576,819431,22.31386384,114.1895693
1-EKSKGPWSPK,837570,819434,22.31389094,114.189511
1-EKSKPPKXPS,837345,819946,22.31851476,114.1873276
1-EKSPBPKXPG,837343,820142,22.32028476,114.1873083
1-EKSPPPWRPK,837425,819367,22.31328599,114.1881037
1-EKSPWPPRPE,837480,819739,22.31664534,114.1886378
1-EKSPWPSJPE,838056,820073,22.31966105,114.1942287
1-EKSPWPSJPK,837528,819427,22.31382775,114.1891034
1-EKSSGPBJPA,837356,819195,22.31173277,114.1874339
1-EKSSGPBOPS,837476,820331,22.32199145,114.1885994
1-EKSSPPWSPS,837495,820426,22.32284934,114.1887839
1-EKSSWPPAPS,837267,820000,22.31900246,114.1865706
1-EKSSWPPSPK,837439,819134,22.31118185,114.1882394
1-EKSSWPSXPE,838055,820068,22.3196159,114.194219
1-EKSWGPYJPK,837466,819395,22.31353882,114.1885016
1-EKSWPPDXPA,837317,818665,22.30694658,114.187055
1-EKSYGPASPA,837352,819233,22.31207594,114.1873951
1-EKSYGPWHPS,837398,820038,22.31934554,114.1878421
1-EKSYPPYSPA,836841,818728,22.30751573,114.1824354
1-EKSYPPYVPS,837577,820547,22.32394198,114.1895799
1-EKWAPPWRPS,837508,820445,22.32302092,114.1889101
1-EKWAWPKJPE,837798,820297,22.32168415,114.1917247
1-EKWBBPKXPK,837392,819436,22.31390912,114.1877834
1-EKWBPPWSPK,837441,819368,22.31329501,114.188259
1-EKWDPPSRPE,837534,819853,22.31767479,114.189162
1-EKWDPPWJPK,837445,819371,22.3133221,114.1882978
1-EKWDWPSRPE,837957,820180,22.32062743,114.1932679
1-EKWEBPBXPK,837400,819456,22.31408973,114.1878611
1-EKWEBPGRPA,837290,819253,22.31225659,114.1867934
1-EKWEBPGYPS,837483,820055,22.319499,114.1886671
1-EKWEBPPJPE,838038,820049,22.31944434,114.1940539
1-EKWEPPSXPE,837521,819825,22.31742194,114.1890358
1-EKWEWPBXPE,837656,819713,22.31641041,114.190346
1-EKWEWPKAPE,837796,820291,22.32162997,114.1917053
1-EKWGBPYXPE,837748,819833,22.317494,114.191239
1-EKWGGPBRPG,837308,820127,22.32014932,114.1869686
1-EKWGGPPRPS,837396,820046,22.31941779,114.1878227
1-EKWGWPSSPE,837955,820174,22.32057324,114.1932485
1-EKWKGPGYPS,837445,819883,22.31794577,114.1882982
1-EKWKPPPXPE,837565,819781,22.31702456,114.1894628
1-EKWKWPKXPE,837801,820301,22.32172027,114.1917539
1-EKWPBPPRPE,838040,820055,22.31949852,114.1940733
1-EKWPBPYYPS,837470,820458,22.32313834,114.1885412
1-EKWPGPERPA,837287,819294,22.31262684,114.1867643
1-EKWPGPGXPA,837321,819226,22.31201274,114.1870942
1-EKWPPPKYPB,837036,818625,22.3065855,114.1843279
1-EKWPWPBAPE,837650,819705,22.31633817,114.1902877
1-EKWPWPGXPE,837576,820409,22.32269576,114.1895701
1-EKWPWPKSPE,837790,820279,22.32152161,114.1916471
1-EKWSBPGHPS,837480,820040,22.31936355,114.188638
1-EKWSPPPRPE,837557,819765,22.31688008,114.1893851
1-EKWSPPSJPE,837519,819821,22.31738582,114.1890164
1-EKWSWPBJPE,837653,819709,22.31637429,114.1903168
1-EKWSWPKRPE,837793,820285,22.32157579,114.1916762
1-EKWWBPAEPS,837350,819652,22.31585976,114.187376
1-EKWWGPBXPA,837350,819324,22.31289772,114.1873757
1-EKWWGPEJPA,837312,819334,22.31298805,114.1870069
1-EKWWGPWOPS,837408,820033,22.31930038,114.1879392
1-EKWWPPPAPE,837575,819802,22.31721419,114.1895599
1-EKWWPPPXPB,837063,818643,22.30674804,114.1845899
1-EKWWWPPRPE,837514,819814,22.31732261,114.1889678
1-EKWWWPSJPE,837963,820193,22.32074482,114.1933261
1-EKWYBPEXPA,837287,819283,22.31252751,114.1867643
1-EKWYPPSXPB,837101,818592,22.30628746,114.1849587
1-EKWYWPSAPE,837960,820187,22.32069064,114.193297
1-EKYABPEJPE,837911,820287,22.32159374,114.1928215
1-EKYABPSRPE,838105,820064,22.31957972,114.1947042
1-EKYAGPYAPS,837511,820544,22.32391494,114.1889393
1-EKYAPPEAPA,836934,818843,22.30855422,114.183338
1-EKYAPPEAPE,837971,820210,22.32089833,114.1934038
1-EKYAPPPJPS,837329,819569,22.31511023,114.1871721
1-EKYAPPPSPK,837414,819275,22.31245518,114.1879968
1-EKYAPPWAPA,837067,818774,22.30793105,114.1846288
1-EKYAWPBSPE,837660,819716,22.3164375,114.1903848
1-EKYBBPPRPE,837740,820283,22.32155778,114.1911618
1-EKYBBPSJPE,838109,820056,22.31950748,114.1947431
1-EKYBPPEXPE,837977,820221,22.32099766,114.1934621
1-EKYBPPPJPK,837420,819276,22.31246421,114.1880551
1-EKYBPPPSPE,837567,819786,22.31706971,114.1894822
1-EKYBPPSAPE,837527,819838,22.31753933,114.189094
1-EKYBWPGXPE,837834,820231,22.3210881,114.1920741
1-EKYBWPKSPE,837803,820307,22.32177446,114.1917733
1-EKYDBPKAPK,837391,819443,22.31397234,114.1877737
1-EKYDBPPJPE,837746,820295,22.32166614,114.19122
1-EKYDGPBSPS,837512,820395,22.32256938,114.1889489
1-EKYDGPPOPS,837401,820043,22.31939069,114.1878712
1-EKYDPPBEPS,837292,819896,22.31806326,114.1868132
1-EKYDPPPAPA,836958,818632,22.30664875,114.1835709
1-EKYDPPPAPE,837571,819795,22.31715098,114.189521
1-EKYDWPBXPE,837668,819726,22.3165278,114.1904624
1-EKYDWPKAPE,837809,820319,22.32188282,114.1918315
1-EKYEBPAXPE,837734,820347,22.32213574,114.1911036
1-EKYEBPEAPE,837908,820281,22.32153956,114.1927924
1-EKYEBPGRPS,837482,820043,22.31939064,114.1886574
1-EKYEBPYEPS,837473,820462,22.32317446,114.1885704
1-EKYEPPERPE,837969,820204,22.32084415,114.1933844
1-EKYEPPPEPS,837339,819536,22.31481222,114.1872691
1-EKYEWPDJPE,837935,820276,22.32149438,114.1930545
1-EKYEWPYRPS,837481,820393,22.32255134,114.188648
1-EKYGBPAAPA,837333,818651,22.30682014,114.1872103
1-EKYGBPPAPE,837743,820288,22.32160293,114.1911909
1-EKYGBPSXPE,838102,820058,22.31952554,114.1946751
1-EKYGPPBYPS,837295,819919,22.31827096,114.1868423
1-EKYGPPPRPE,837569,819791,22.31711486,114.1895016
1-EKYGWPBJPE,837666,819722,22.31649167,114.190443
1-EKYGWPKRPE,837806,820313,22.32182864,114.1918024
1-EKYKBPBAPK,837403,819461,22.31413488,114.1878902
1-EKYKBPPSPE,837737,820277,22.3215036,114.1911326
1-EKYKBPSAPE,838111,820061,22.31955263,114.1947625
1-EKYKGPWSPA,837173,818738,22.30760589,114.1856575
1-EKYKPPEJPE,837975,820216,22.32095251,114.1934426
1-EKYKPPKSPA,837180,819240,22.31213925,114.1857257
1-EKYKPPSRPE,837524,819834,22.31750321,114.1890649
1-EKYKWPBRPE,837663,819719,22.31646459,114.1904139
1-EKYPBPAAPE,837729,820336,22.32203641,114.191055
1-EKYPBPESPE,837903,820269,22.3214312,114.1927439
1-EKYPGPAAPS,837350,819662,22.31595007,114.187376
1-EKYPGPSOPS,837459,819861,22.31774708,114.188434
1-EKYPPPSSPK,837443,819085,22.31073935,114.1882782
1-EKYPPPSXPA,836970,818812,22.30827425,114.1836874
1-EKYPWPDRPE,837929,820263,22.32137699,114.1929962
1-EKYPWPYJPE,837988,820181,22.32063643,114.1935688
1-EKYSBPAJPE,837731,820341,22.32208156,114.1910745
1-EKYSBPERPE,837906,820275,22.32148538,114.192773
1-EKYSBPGAPA,837286,819255,22.31227465,114.1867545
1-EKYSBPGAPK,837458,819302,22.31269898,114.1884239
1-EKYSGPBRPA,837356,819204,22.31181405,114.1874339
1-EKYSPPAAPS,837598,820302,22.32172947,114.1897835
1-EKYSPPESPE,837966,820198,22.32078997,114.1933553
1-EKYSWPYXPE,837990,820186,22.32068158,114.1935882
1-EKYWPPWRPK,837450,819368,22.313295,114.1883463
1-EKYWWPAAPA,837319,819090,22.31078458,114.1870747
